"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","170","331669","0.0-4.0-1.15"
"null","sounds/unaltered_45/BKBQ0309.WAV","null","audio-keyboard-response","171","333228","0.0-4.0-0.16"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","172","333730","0.0-4.0-1.16"
"null","sounds/unaltered_45/BKBQ0205.WAV","null","audio-keyboard-response","173","335116","0.0-4.0-0.17"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","174","335617","0.0-4.0-1.17"
"null","sounds/unaltered_45/BKBQ0409.WAV","null","audio-keyboard-response","175","336958","0.0-4.0-0.18"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","176","337460","0.0-4.0-1.18"
"null","sounds/unaltered_45/BKBQ1916.WAV","null","audio-keyboard-response","177","339197","0.0-4.0-0.19"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","178","339700","0.0-4.0-1.19"
"null","sounds/unaltered_45/BKBQ0607.WAV","null","audio-keyboard-response","179","341447","0.0-4.0-0.20"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","180","341949","0.0-4.0-1.20"
"null","sounds/unaltered_45/BKBQ0514.WAV","null","audio-keyboard-response","181","343658","0.0-4.0-0.21"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","182","344160","0.0-4.0-1.21"
"null","sounds/unaltered_45/BKBQ0215.WAV","null","audio-keyboard-response","183","345368","0.0-4.0-0.22"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","184","345870","0.0-4.0-1.22"
"null","sounds/unaltered_45/BKBQ0412.WAV","null","audio-keyboard-response","185","347287","0.0-4.0-0.23"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","186","347789","0.0-4.0-1.23"
"null","sounds/unaltered_45/BKBQ1803.WAV","null","audio-keyboard-response","187","349217","0.0-4.0-0.24"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","188","349719","0.0-4.0-1.24"
"null","sounds/unaltered_45/BKBQ2001.WAV","null","audio-keyboard-response","189","351147","0.0-4.0-0.25"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","190","351649","0.0-4.0-1.25"
"null","sounds/unaltered_45/BKBQ0214.WAV","null","audio-keyboard-response","191","353077","0.0-4.0-0.26"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","192","353578","0.0-4.0-1.26"
"null","sounds/unaltered_45/BKBQ2108.WAV","null","audio-keyboard-response","193","355156","0.0-4.0-0.27"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","194","355657","0.0-4.0-1.27"
"null","sounds/unaltered_45/BKBQ0308.WAV","null","audio-keyboard-response","195","357186","0.0-4.0-0.28"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","196","357689","0.0-4.0-1.28"
"null","sounds/unaltered_45/BKBQ1815.WAV","null","audio-keyboard-response","197","359227","0.0-4.0-0.29"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","198","359730","0.0-4.0-1.29"
"null","sounds/unaltered_45/BKBQ2116.WAV","null","audio-keyboard-response","199","360908","0.0-4.0-0.30"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","200","361411","0.0-4.0-1.30"
"null","sounds/unaltered_45/BKBQ0102.WAV","null","audio-keyboard-response","201","362888","0.0-4.0-0.31"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","202","363390","0.0-4.0-1.31"
"null","sounds/unaltered_45/BKBQ0110.WAV","null","audio-keyboard-response","203","364566","0.0-4.0-0.32"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","204","365069","0.0-4.0-1.32"
"null","sounds/unaltered_45/BKBQ2016.WAV","null","audio-keyboard-response","205","366748","0.0-4.0-0.33"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","206","367250","0.0-4.0-1.33"
"null","sounds/unaltered_45/BKBQ1816.WAV","null","audio-keyboard-response","207","368857","0.0-4.0-0.34"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","208","369358","0.0-4.0-1.34"
"null","sounds/unaltered_45/BKBQ2004.WAV","null","audio-keyboard-response","209","370598","0.0-4.0-0.35"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","210","371100","0.0-4.0-1.35"
"null","sounds/unaltered_45/BKBQ0103.WAV","null","audio-keyboard-response","211","372628","0.0-4.0-0.36"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","212","373131","0.0-4.0-1.36"
"null","sounds/unaltered_45/BKBQ1905.WAV","null","audio-keyboard-response","213","374478","0.0-4.0-0.37"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","214","374981","0.0-4.0-1.37"
"null","sounds/unaltered_45/BKBQ2107.WAV","null","audio-keyboard-response","215","376126","0.0-4.0-0.38"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","216","376628","0.0-4.0-1.38"
"null","sounds/unaltered_45/BKBQ1711.WAV","null","audio-keyboard-response","217","378057","0.0-4.0-0.39"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","218","378559","0.0-4.0-1.39"
"null","sounds/unaltered_45/BKBQ0513.WAV","null","audio-keyboard-response","219","379828","0.0-4.0-0.40"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","220","380330","0.0-4.0-1.40"
"null","sounds/unaltered_45/BKBQ1801.WAV","null","audio-keyboard-response","221","381888","0.0-4.0-0.41"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","222","382389","0.0-4.0-1.41"
"null","sounds/unaltered_45/BKBQ1706.WAV","null","audio-keyboard-response","223","383657","0.0-4.0-0.42"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","224","384159","0.0-4.0-1.42"
"null","sounds/unaltered_45/BKBQ0206.WAV","null","audio-keyboard-response","225","385778","0.0-4.0-0.43"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","226","386280","0.0-4.0-1.43"
"null","sounds/unaltered_45/BKBQ0311.WAV","null","audio-keyboard-response","227","387808","0.0-4.0-0.44"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","228","388310","0.0-4.0-1.44"
"null","sounds/unaltered_45/BKBQ0312.WAV","null","audio-keyboard-response","229","389827","0.0-4.0-0.45"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","230","390329","0.0-4.0-1.45"
"null","sounds/unaltered_45/BKBQ1710.WAV","null","audio-keyboard-response","231","391908","0.0-4.0-0.46"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","232","392411","0.0-4.0-1.46"
"null","sounds/unaltered_45/BKBQ2112.WAV","null","audio-keyboard-response","233","394046","0.0-4.0-0.47"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","234","394548","0.0-4.0-1.47"
"null","sounds/unaltered_45/BKBQ0411.WAV","null","audio-keyboard-response","235","395946","0.0-4.0-0.48"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","236","396447","0.0-4.0-1.48"
"null","sounds/unaltered_45/BKBQ2114.WAV","null","audio-keyboard-response","237","398067","0.0-4.0-0.49"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","238","398569","0.0-4.0-1.49"
"null","sounds/unaltered_45/BKBQ1904.WAV","null","audio-keyboard-response","239","400197","0.0-4.0-0.50"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","240","400698","0.0-4.0-1.50"
"null","sounds/unaltered_45/BKBQ0512.WAV","null","audio-keyboard-response","241","402026","0.0-4.0-0.51"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","242","402527","0.0-4.0-1.51"
"null","sounds/unaltered_45/BKBQ1715.WAV","null","audio-keyboard-response","243","404086","0.0-4.0-0.52"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","244","404588","0.0-4.0-1.52"
"null","sounds/unaltered_45/BKBQ1915.WAV","null","audio-keyboard-response","245","406348","0.0-4.0-0.53"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","246","406851","0.0-4.0-1.53"
"null","sounds/unaltered_45/BKBQ0306.WAV","null","audio-keyboard-response","247","408218","0.0-4.0-0.54"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","248","408720","0.0-4.0-1.54"
"null","sounds/unaltered_45/BKBQ1704.WAV","null","audio-keyboard-response","249","410026","0.0-4.0-0.55"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","250","410528","0.0-4.0-1.55"
"null","sounds/unaltered_45/BKBQ0316.WAV","null","audio-keyboard-response","251","412156","0.0-4.0-0.56"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","252","412658","0.0-4.0-1.56"
"null","sounds/unaltered_45/BKBQ0413.WAV","null","audio-keyboard-response","253","414418","0.0-4.0-0.57"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","254","414920","0.0-4.0-1.57"
"null","sounds/unaltered_45/BKBQ1807.WAV","null","audio-keyboard-response","255","416458","0.0-4.0-0.58"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","256","416961","0.0-4.0-1.58"
"null","sounds/unaltered_45/BKBQ2002.WAV","null","audio-keyboard-response","257","417817","0.0-4.0-0.59"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","258","418319","0.0-4.0-1.59"
"null","sounds/unaltered_45/BKBQ2111.WAV","null","audio-keyboard-response","259","419708","0.0-4.0-0.60"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","260","420210","0.0-4.0-1.60"
"null","sounds/unaltered_45/BKBQ0603.WAV","null","audio-keyboard-response","261","421717","0.0-4.0-0.61"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","262","422219","0.0-4.0-1.61"
